pl_name,k2_name,epic_hostname,default_flag,disposition,disp_refname,k2_campaigns,pl_orbper,rowupdate,releasedate
"WASP-47 e","K2-23 e","EPIC 206103150",0,"CONFIRMED","Becker et al. 2015","3",0.78959330000,"2024-12-10","2024-12-10"
"WASP-47 e","K2-23 e","EPIC 206103150",0,"CONFIRMED","Becker et al. 2015","3",0.78959330000,"2022-09-19","2022-09-19"
"WASP-47 e","K2-23 e","EPIC 206103150",0,"CONFIRMED","Becker et al. 2015","3",0.78965500000,"2022-03-28","2022-03-28"
"WASP-47 e","K2-23 e","EPIC 206103150",0,"CONFIRMED","Becker et al. 2015","3",0.78951800000,"2018-06-26","2016-07-18"
"WASP-47 e","K2-23 e","EPIC 206103150",0,"CONFIRMED","Becker et al. 2015","3",0.78969300000,"2016-06-09","2016-06-09"
"WASP-47 e","K2-23 e","EPIC 206103150",0,"CONFIRMED","Becker et al. 2015","3",0.78957000000,"2025-09-17","2025-09-17"
"EPIC 206114294.01",,"EPIC 206114294",1,"CANDIDATE","Kruse et al. 2019","3",3.29201300000,"2019-09-05","2019-09-05"
"EPIC 206114294.01",,"EPIC 206114294",0,"CANDIDATE","Kruse et al. 2019","3",3.29189700000,"2016-07-18","2016-07-18"
"EPIC 206114294.01",,"EPIC 206114294",0,"CANDIDATE","Kruse et al. 2019","3",3.29205980000,"2015-12-05","2015-12-05"
"EPIC 206114630.01",,"EPIC 206114630",1,"CANDIDATE","Mayo et al. 2018","3",7.44502600000,"2018-02-15","2018-02-15"
"EPIC 206114630.01",,"EPIC 206114630",0,"CANDIDATE","Mayo et al. 2018","3",7.44487540000,"2015-12-05","2015-12-05"
"K2-116 b","K2-116 b","EPIC 206119924",1,"CONFIRMED","Dressing et al. 2017","3",4.65541100000,"2017-10-03","2017-10-05"
"K2-116 b","K2-116 b","EPIC 206119924",0,"CONFIRMED","Dressing et al. 2017","3",4.65487900000,"2024-03-04","2024-03-04"
"K2-116 b","K2-116 b","EPIC 206119924",0,"CONFIRMED","Dressing et al. 2017","3",4.65533500000,"2018-02-14","2018-02-15"
"K2-116 b","K2-116 b","EPIC 206119924",0,"CONFIRMED","Dressing et al. 2017","3",4.65567820000,"2015-12-05","2015-12-05"
"K2-64 b","K2-64 b","EPIC 206125618",1,"CONFIRMED","Crossfield et al. 2016","3",6.53044000000,"2016-07-14","2016-07-18"
"K2-64 b","K2-64 b","EPIC 206125618",0,"CONFIRMED","Crossfield et al. 2016","3",6.53142000000,"2019-09-05","2019-09-05"
"K2-64 b","K2-64 b","EPIC 206125618",0,"CONFIRMED","Crossfield et al. 2016","3",6.53147301000,"2016-12-21","2016-12-21"
"K2-64 b","K2-64 b","EPIC 206125618",0,"CONFIRMED","Crossfield et al. 2016","3",6.53111780000,"2015-12-05","2015-12-05"
"EPIC 206133795.01",,"EPIC 206133795",1,"CANDIDATE","Kruse et al. 2019","3",13.85430000000,"2019-09-05","2019-09-05"
"EPIC 206135075.01",,"EPIC 206135075",1,"CANDIDATE","Vanderburg et al. 2016","3",54.97602100000,"2015-12-05","2015-12-05"
"EPIC 206135170.01",,"EPIC 206135170",1,"CANDIDATE","Kruse et al. 2019","3",2.59824000000,"2019-09-05","2019-09-05"
"EPIC 206135267.01",,"EPIC 206135267",1,"CANDIDATE","Crossfield et al. 2016","3",2.57308800000,"2016-07-18","2016-07-18"
"EPIC 206135267.01",,"EPIC 206135267",0,"CANDIDATE","Crossfield et al. 2016","3",2.57301870000,"2015-12-05","2015-12-05"
"EPIC 206135682.04",,"EPIC 206135682",1,"CANDIDATE","Kruse et al. 2019","3",37.82700000000,"2019-09-05","2019-09-05"
"K2-368 b","K2-368 b","EPIC 206135682",1,"CONFIRMED","Christiansen et al. 2022","3",5.02559800000,"2022-03-16","2022-03-16"
"K2-368 b","K2-368 b","EPIC 206135682",0,"CONFIRMED","Christiansen et al. 2022","3",5.02629000000,"2019-09-05","2019-09-05"
"K2-368 b","K2-368 b","EPIC 206135682",0,"CONFIRMED","Christiansen et al. 2022","3",5.02583100000,"2015-12-05","2015-12-05"
"K2-368 c","K2-368 c","EPIC 206135682",1,"CONFIRMED","Christiansen et al. 2022","3",9.66018600000,"2022-03-16","2022-03-16"
"K2-368 c","K2-368 c","EPIC 206135682",0,"CONFIRMED","Christiansen et al. 2022","3",9.65869000000,"2019-09-05","2019-09-05"
"K2-368 d","K2-368 d","EPIC 206135682",1,"CONFIRMED","Christiansen et al. 2022","3",20.20108500000,"2022-03-16","2022-03-16"
"K2-368 d","K2-368 d","EPIC 206135682",0,"CONFIRMED","Christiansen et al. 2022","3",20.20090000000,"2019-09-05","2019-09-05"
"K2-65 b","K2-65 b","EPIC 206144956",1,"CONFIRMED","Crossfield et al. 2016","3",12.64750000000,"2016-07-14","2016-07-18"
"K2-65 b","K2-65 b","EPIC 206144956",0,"CONFIRMED","Crossfield et al. 2016","3",12.64655000000,"2019-09-05","2019-09-05"
"K2-65 b","K2-65 b","EPIC 206144956",0,"CONFIRMED","Crossfield et al. 2016","3",12.64784900000,"2015-12-05","2015-12-05"
"K2-65 b","K2-65 b","EPIC 206144956",0,"CONFIRMED","Crossfield et al. 2016","3",12.64781500000,"2018-02-14","2018-02-15"
"K2-65 b","K2-65 b","EPIC 206144956",0,"CONFIRMED","Crossfield et al. 2016","3",12.65309622000,"2016-12-21","2016-12-21"
"K2-369 b","K2-369 b","EPIC 206146957",1,"CONFIRMED","Christiansen et al. 2022","3",5.76161200000,"2022-03-16","2022-03-16"
"K2-369 b","K2-369 b","EPIC 206146957",0,"CONFIRMED","Christiansen et al. 2022","3",5.76218000000,"2019-09-05","2019-09-05"
"K2-369 b","K2-369 b","EPIC 206146957",0,"CONFIRMED","Christiansen et al. 2022","3",5.76192480000,"2015-12-05","2015-12-05"
"K2-369 b","K2-369 b","EPIC 206146957",0,"CONFIRMED","Christiansen et al. 2022","3",5.76135900000,"2018-02-15","2018-02-15"
"EPIC 206151047.01",,"EPIC 206151047",1,"CANDIDATE","Kruse et al. 2019","3",0.35840610000,"2019-09-05","2019-09-05"
"EPIC 206151047.01",,"EPIC 206151047",0,"CANDIDATE","Kruse et al. 2019","3",0.35837800000,"2016-06-09","2016-06-09"
"EPIC 206151047.01",,"EPIC 206151047",0,"CANDIDATE","Kruse et al. 2019","3",0.35840528000,"2015-12-05","2015-12-05"
"EPIC 206152015.01",,"EPIC 206152015",1,"CANDIDATE","Barros et al. 2016","3",0.80858305000,"2016-12-21","2016-12-21"
"K2-66 b","K2-66 b","EPIC 206153219",1,"CONFIRMED","Crossfield et al. 2016","3",5.06963000000,"2019-07-19","2019-07-25"
"K2-66 b","K2-66 b","EPIC 206153219",0,"CONFIRMED","Crossfield et al. 2016","3",5.06965000000,"2018-01-16","2016-07-18"
"K2-66 b","K2-66 b","EPIC 206153219",0,"CONFIRMED","Crossfield et al. 2016","3",5.06892320000,"2015-12-05","2015-12-05"
"K2-66 b","K2-66 b","EPIC 206153219",0,"CONFIRMED","Crossfield et al. 2016","3",5.06939000000,"2025-09-17","2025-09-17"
"WASP-75 b","K2-40 b","EPIC 206154641",1,"CONFIRMED","Gomez et al. 2013","3",2.48419300000,"2014-05-14","2014-05-14"
"WASP-75 b","K2-40 b","EPIC 206154641",0,"CONFIRMED","Gomez et al. 2013","3",2.48419726000,"2022-10-18","2022-10-18"
"WASP-75 b","K2-40 b","EPIC 206154641",0,"CONFIRMED","Gomez et al. 2013","3",2.48419750000,"2024-01-05","2024-01-05"
"WASP-75 b","K2-40 b","EPIC 206154641",0,"CONFIRMED","Gomez et al. 2013","3",2.48419300000,"2019-03-18","2019-03-21"
"WASP-75 b","K2-40 b","EPIC 206154641",0,"CONFIRMED","Gomez et al. 2013","3",2.48419390000,"2015-12-05","2015-12-05"
"WASP-75 b","K2-40 b","EPIC 206154641",0,"CONFIRMED","Gomez et al. 2013","3",2.48419760000,"2024-03-04","2024-03-04"
"WASP-75 b","K2-40 b","EPIC 206154641",0,"CONFIRMED","Gomez et al. 2013","3",2.48419870000,"2022-01-24","2022-01-24"
"WASP-75 b","K2-40 b","EPIC 206154641",0,"CONFIRMED","Gomez et al. 2013","3",2.48419050000,"2016-07-14","2016-07-18"
"WASP-75 b","K2-40 b","EPIC 206154641",0,"CONFIRMED","Gomez et al. 2013","3",2.48450535000,"2016-12-21","2016-12-21"
"WASP-75 b","K2-40 b","EPIC 206154641",0,"CONFIRMED","Gomez et al. 2013","3",2.48419810000,"2019-09-05","2019-09-05"
"K2-67 b","K2-67 b","EPIC 206155547",1,"REFUTED","Shporer et al. 2017","3",24.38752000000,"2019-09-05","2019-09-05"
"K2-67 b","K2-67 b","EPIC 206155547",0,"REFUTED","Shporer et al. 2017","3",24.38720000000,"2016-06-09","2016-06-09"
"K2-67 b","K2-67 b","EPIC 206155547",0,"REFUTED","Shporer et al. 2017","3",24.38724000000,"2016-07-18","2016-07-18"
"K2-67 b","K2-67 b","EPIC 206155547",0,"REFUTED","Shporer et al. 2017","3",24.39499240000,"2016-12-21","2016-12-21"
"K2-67 b","K2-67 b","EPIC 206155547",0,"REFUTED","Shporer et al. 2017","3",24.38740700000,"2015-12-05","2015-12-05"
"EPIC 206155922.01",,"EPIC 206155922",1,"CANDIDATE","Kruse et al. 2019","3",4.00932000000,"2019-09-05","2019-09-05"
"EPIC 206159027.02",,"EPIC 206159027",1,"CANDIDATE","Kruse et al. 2019","3",20.67140000000,"2019-09-05","2019-09-05"
"K2-68 b","K2-68 b","EPIC 206159027",1,"CONFIRMED","Crossfield et al. 2016","3",8.05428000000,"2016-07-14","2016-07-18"
"K2-68 b","K2-68 b","EPIC 206159027",0,"CONFIRMED","Crossfield et al. 2016","3",8.05493210000,"2015-12-05","2015-12-05"
"K2-68 b","K2-68 b","EPIC 206159027",0,"CONFIRMED","Crossfield et al. 2016","3",8.05478700000,"2018-02-14","2018-02-15"
"K2-68 b","K2-68 b","EPIC 206159027",0,"CONFIRMED","Crossfield et al. 2016","3",8.05423000000,"2019-09-05","2019-09-05"
"K2-69 b","K2-69 b","EPIC 206162305",1,"CONFIRMED","Crossfield et al. 2016","3",7.06599000000,"2016-07-14","2016-07-18"
"K2-69 b","K2-69 b","EPIC 206162305",0,"CONFIRMED","Crossfield et al. 2016","3",7.06500000000,"2019-09-05","2019-09-05"
"K2-69 b","K2-69 b","EPIC 206162305",0,"CONFIRMED","Crossfield et al. 2016","3",7.06588740000,"2015-12-05","2015-12-05"
"EPIC 206169157.01",,"EPIC 206169157",1,"CANDIDATE","Kruse et al. 2019","3",,"2019-09-05","2019-09-05"
"EPIC 206169157.02",,"EPIC 206169157",1,"CANDIDATE","Kruse et al. 2019","3",,"2019-09-05","2019-09-05"
"EPIC 206169375.01",,"EPIC 206169375",1,"CANDIDATE","Kruse et al. 2019","3",0.36746450000,"2019-09-05","2019-09-05"
"EPIC 206169375.01",,"EPIC 206169375",0,"CANDIDATE","Kruse et al. 2019","3",0.36747300000,"2018-02-15","2018-02-15"
"EPIC 206169375.01",,"EPIC 206169375",0,"CANDIDATE","Kruse et al. 2019","3",0.36745300000,"2016-06-09","2016-06-09"
"EPIC 206169375.01",,"EPIC 206169375",0,"CANDIDATE","Kruse et al. 2019","3",0.36747226000,"2015-12-05","2015-12-05"
"EPIC 206175552.01",,"EPIC 206175552",1,"CANDIDATE","Barros et al. 2016","3",6.57986525000,"2016-12-21","2016-12-21"
"K2-70 b","K2-70 b","EPIC 206181769",1,"CONFIRMED","Crossfield et al. 2016","3",13.97896000000,"2016-07-14","2016-07-18"
"K2-70 b","K2-70 b","EPIC 206181769",0,"CONFIRMED","Crossfield et al. 2016","3",13.97876000000,"2015-12-05","2015-12-05"
"K2-70 b","K2-70 b","EPIC 206181769",0,"CONFIRMED","Crossfield et al. 2016","3",13.98746633000,"2016-12-21","2016-12-21"
"K2-70 b","K2-70 b","EPIC 206181769",0,"CONFIRMED","Crossfield et al. 2016","3",13.97851800000,"2018-02-14","2018-02-15"
"K2-70 b","K2-70 b","EPIC 206181769",0,"CONFIRMED","Crossfield et al. 2016","3",13.97820000000,"2019-09-05","2019-09-05"
"EPIC 206192335.01",,"EPIC 206192335",1,"CANDIDATE","Kruse et al. 2019","3",3.59922000000,"2019-09-05","2019-09-05"
"EPIC 206192335.01",,"EPIC 206192335",0,"CANDIDATE","Kruse et al. 2019","3",3.59906660000,"2015-12-05","2015-12-05"
"EPIC 206192335.01",,"EPIC 206192335",0,"CANDIDATE","Kruse et al. 2019","3",3.59912000000,"2016-07-18","2016-07-18"
"EPIC 206192335.01",,"EPIC 206192335",0,"CANDIDATE","Kruse et al. 2019","3",3.59905000000,"2018-02-15","2018-02-15"
"K2-71 b","K2-71 b","EPIC 206192813",1,"CONFIRMED","Crossfield et al. 2016","3",6.98541000000,"2016-07-14","2016-07-18"
"K2-71 b","K2-71 b","EPIC 206192813",0,"CONFIRMED","Crossfield et al. 2016","3",6.98627940000,"2015-12-05","2015-12-05"
"EPIC 206208956.01",,"EPIC 206208956",1,"CANDIDATE","Kruse et al. 2019","3",5.01038000000,"2019-09-05","2019-09-05"
"K2-72 b","K2-72 b","EPIC 206209135",1,"CONFIRMED","Crossfield et al. 2016","3",5.57721200000,"2017-12-12","2017-10-26"
"K2-72 b","K2-72 b","EPIC 206209135",0,"CONFIRMED","Crossfield et al. 2016","3",5.57739000000,"2017-12-12","2016-07-18"
"K2-72 b","K2-72 b","EPIC 206209135",0,"CONFIRMED","Crossfield et al. 2016","3",5.57731470000,"2015-12-05","2015-12-05"
"K2-72 c","K2-72 c","EPIC 206209135",1,"CONFIRMED","Crossfield et al. 2016","3",15.18903400000,"2017-12-12","2017-10-26"
"K2-72 c","K2-72 c","EPIC 206209135",0,"CONFIRMED","Crossfield et al. 2016","3",15.18710000000,"2017-12-12","2016-07-18"
"K2-72 d","K2-72 d","EPIC 206209135",1,"CONFIRMED","Crossfield et al. 2016","3",7.76017800000,"2017-12-12","2017-10-26"
"K2-72 d","K2-72 d","EPIC 206209135",0,"CONFIRMED","Crossfield et al. 2016","3",7.75990000000,"2017-12-12","2016-07-18"
"K2-72 e","K2-72 e","EPIC 206209135",1,"CONFIRMED","Crossfield et al. 2016","3",24.15886800000,"2017-12-12","2017-10-26"
"K2-72 e","K2-72 e","EPIC 206209135",0,"CONFIRMED","Crossfield et al. 2016","3",24.16690000000,"2017-12-12","2016-07-18"
"EPIC 206215704 b","K2-302 b","EPIC 206215704",1,"CONFIRMED","Heller et al. 2019","3",2.25543600000,"2022-03-28","2022-03-28"
"EPIC 206215704 b","K2-302 b","EPIC 206215704",0,"CONFIRMED","Heller et al. 2019","3",2.25558000000,"2019-09-05","2019-09-05"
"EPIC 206215704 b","K2-302 b","EPIC 206215704",0,"CONFIRMED","Heller et al. 2019","3",2.25372000000,"2019-06-03","2019-06-13"
"EPIC 206215704.01",,"EPIC 206215704",1,"CANDIDATE","Kruse et al. 2019","3",3.11594000000,"2019-09-05","2019-09-05"
"EPIC 206215704.01",,"EPIC 206215704",0,"CANDIDATE","Kruse et al. 2019","3",0.62309386000,"2015-12-05","2015-12-05"
"EPIC 206226146.01",,"EPIC 206226146",1,"CANDIDATE","Kruse et al. 2019","3",11.63547000000,"2019-09-05","2019-09-05"
"K2-73 b","K2-73 b","EPIC 206245553",1,"CONFIRMED","Crossfield et al. 2016","3",7.49556000000,"2025-09-17","2025-09-17"
"K2-73 b","K2-73 b","EPIC 206245553",0,"CONFIRMED","Crossfield et al. 2016","3",7.49543000000,"2016-07-14","2016-07-18"
"K2-73 b","K2-73 b","EPIC 206245553",0,"CONFIRMED","Crossfield et al. 2016","3",7.49566130000,"2015-12-05","2015-12-05"
"K2-73 b","K2-73 b","EPIC 206245553",0,"CONFIRMED","Crossfield et al. 2016","3",7.49569200000,"2018-02-14","2018-02-15"
"K2-73 b","K2-73 b","EPIC 206245553",0,"CONFIRMED","Crossfield et al. 2016","3",7.49500000000,"2016-06-09","2016-06-09"
"K2-73 b","K2-73 b","EPIC 206245553",0,"CONFIRMED","Crossfield et al. 2016","3",7.49569000000,"2019-09-05","2019-09-05"
"K2-73 b","K2-73 b","EPIC 206245553",0,"CONFIRMED","Crossfield et al. 2016","3",7.49491004000,"2016-12-21","2016-12-21"
"K2-39 b","K2-39 b","EPIC 206247743",1,"CONFIRMED","Van Eylen et al. 2016","3",4.60543000000,"2018-04-25","2018-04-26"
"K2-39 b","K2-39 b","EPIC 206247743",0,"CONFIRMED","Van Eylen et al. 2016","3",4.60497000000,"2018-04-25","2016-07-18"
"K2-39 b","K2-39 b","EPIC 206247743",0,"CONFIRMED","Van Eylen et al. 2016","3",4.60498290000,"2015-12-05","2015-12-05"
"K2-39 b","K2-39 b","EPIC 206247743",0,"CONFIRMED","Van Eylen et al. 2016","3",4.60547000000,"2025-09-17","2025-09-17"
"K2-39 b","K2-39 b","EPIC 206247743",0,"CONFIRMED","Van Eylen et al. 2016","3",4.60497000000,"2018-04-25","2017-02-09"
"K2-39 b","K2-39 b","EPIC 206247743",0,"CONFIRMED","Van Eylen et al. 2016","3",4.60280000000,"2016-06-09","2016-06-09"
"K2-39 b","K2-39 b","EPIC 206247743",0,"CONFIRMED","Van Eylen et al. 2016","3",4.60808540736,"2025-09-25","2025-09-25"
"K2-39 b","K2-39 b","EPIC 206247743",0,"CONFIRMED","Van Eylen et al. 2016","3",4.60543000000,"2018-04-25","2016-06-03"
"EPIC 206260577.01",,"EPIC 206260577",1,"CANDIDATE","Kruse et al. 2019","3",1.98211600000,"2019-09-05","2019-09-05"
"EPIC 206262341.01",,"EPIC 206262341",1,"CANDIDATE","Kruse et al. 2019","3",36.93210000000,"2019-09-05","2019-09-05"
"EPIC 206267115.01",,"EPIC 206267115",1,"FALSE POSITIVE","Crossfield et al. 2016","3",1.35823000000,"2016-07-18","2016-07-18"
"EPIC 206268084.01",,"EPIC 206268084",1,"CANDIDATE","Kruse et al. 2019","3",8.45320000000,"2019-09-05","2019-09-05"
"K2-74 b","K2-74 b","EPIC 206268299",1,"CONFIRMED","Crossfield et al. 2016","3",19.56660000000,"2016-07-14","2016-07-18"
"K2-74 b","K2-74 b","EPIC 206268299",0,"CONFIRMED","Crossfield et al. 2016","3",19.56880000000,"2019-09-05","2019-09-05"
"K2-74 b","K2-74 b","EPIC 206268299",0,"CONFIRMED","Crossfield et al. 2016","3",19.56555700000,"2018-02-14","2018-02-15"
"K2-74 b","K2-74 b","EPIC 206268299",0,"CONFIRMED","Crossfield et al. 2016","3",19.56508600000,"2015-12-05","2015-12-05"
"EPIC 206298289.01",,"EPIC 206298289",1,"CANDIDATE","Kruse et al. 2019","3",0.43483200000,"2019-09-05","2019-09-05"
"EPIC 206298289.01",,"EPIC 206298289",0,"CANDIDATE","Kruse et al. 2019","3",0.43483590000,"2015-12-05","2015-12-05"
"EPIC 206298289.01",,"EPIC 206298289",0,"CANDIDATE","Kruse et al. 2019","3",0.43482700000,"2016-06-09","2016-06-09"
"EPIC 206311743.01",,"EPIC 206311743",1,"CANDIDATE","Barros et al. 2016","3",4.31444335000,"2016-12-21","2016-12-21"
"EPIC 206312951.01",,"EPIC 206312951",1,"CANDIDATE","Dressing et al. 2017","3",1.53402000000,"2017-12-14","2017-12-14"
"EPIC 206312951.01",,"EPIC 206312951",0,"CANDIDATE","Dressing et al. 2017","3",1.53396660000,"2015-12-05","2015-12-05"
"EPIC 206315178.01",,"EPIC 206315178",1,"CANDIDATE","Kruse et al. 2019","3",0.31768280000,"2019-09-05","2019-09-05"
"EPIC 206317286 b","K2-303 b","EPIC 206317286",1,"CONFIRMED","Heller et al. 2019","3",1.58252000000,"2019-06-03","2019-06-13"
"EPIC 206317286 b","K2-303 b","EPIC 206317286",0,"CONFIRMED","Heller et al. 2019","3",1.58316000000,"2019-09-05","2019-09-05"
"EPIC 206317286 c","K2-303 c","EPIC 206317286",1,"CONFIRMED","Christiansen et al. 2022","3",17.51547200000,"2022-03-16","2022-03-16"
"EPIC 206317286 c","K2-303 c","EPIC 206317286",0,"CONFIRMED","Christiansen et al. 2022","3",17.51250000000,"2019-09-05","2019-09-05"
"EPIC 206317286 c","K2-303 c","EPIC 206317286",0,"CONFIRMED","Christiansen et al. 2022","3",17.50166200000,"2015-12-05","2015-12-05"
"K2-28 b","K2-28 b","EPIC 206318379",1,"CONFIRMED","Hirano et al. 2016","3",2.26045500000,"2016-02-24","2016-02-25"
"K2-28 b","K2-28 b","EPIC 206318379",0,"CONFIRMED","Hirano et al. 2016","3",2.26043800000,"2019-06-19","2019-06-27"
"K2-28 b","K2-28 b","EPIC 206318379",0,"CONFIRMED","Hirano et al. 2016","3",2.26044550000,"2019-07-08","2019-07-11"
"K2-28 b","K2-28 b","EPIC 206318379",0,"CONFIRMED","Hirano et al. 2016","3",2.26043458212,"2026-01-29","2022-08-09"
"K2-28 b","K2-28 b","EPIC 206318379",0,"CONFIRMED","Hirano et al. 2016","3",2.26040400000,"2019-09-05","2019-09-05"
"K2-28 b","K2-28 b","EPIC 206318379",0,"CONFIRMED","Hirano et al. 2016","3",2.26044390000,"2015-12-05","2015-12-05"
"K2-28 b","K2-28 b","EPIC 206318379",0,"CONFIRMED","Hirano et al. 2016","3",2.26043500000,"2017-10-23","2017-10-26"
"EPIC 206329937.01",,"EPIC 206329937",1,"CANDIDATE","Kruse et al. 2019","3",10.49927000000,"2019-09-05","2019-09-05"
"EPIC 206344313.01",,"EPIC 206344313",1,"CANDIDATE","Kruse et al. 2019","3",5.23189000000,"2019-09-05","2019-09-05"
"K2-75 b","K2-75 b","EPIC 206348688",1,"CONFIRMED","Crossfield et al. 2016","3",7.81420000000,"2016-07-14","2016-07-18"
"K2-75 b","K2-75 b","EPIC 206348688",0,"CONFIRMED","Crossfield et al. 2016","3",7.81751000000,"2019-09-05","2019-09-05"
"K2-75 b","K2-75 b","EPIC 206348688",0,"CONFIRMED","Crossfield et al. 2016","3",7.81794900000,"2018-02-14","2018-02-15"
"K2-75 b","K2-75 b","EPIC 206348688",0,"CONFIRMED","Crossfield et al. 2016","3",7.81733990000,"2015-12-05","2015-12-05"
"K2-75 c","K2-75 c","EPIC 206348688",1,"CONFIRMED","Crossfield et al. 2016","3",18.31100000000,"2016-07-14","2016-07-18"
"K2-75 c","K2-75 c","EPIC 206348688",0,"CONFIRMED","Crossfield et al. 2016","3",18.28606900000,"2018-02-14","2018-02-15"
"K2-75 c","K2-75 c","EPIC 206348688",0,"CONFIRMED","Crossfield et al. 2016","3",18.28325700000,"2015-12-05","2015-12-05"
"K2-75 c","K2-75 c","EPIC 206348688",0,"CONFIRMED","Crossfield et al. 2016","3",18.28900000000,"2019-09-05","2019-09-05"
"EPIC 206358352.01",,"EPIC 206358352",1,"CANDIDATE","Kruse et al. 2019","3",1.13666000000,"2019-09-05","2019-09-05"
"EPIC 206360885.01",,"EPIC 206360885",1,"CANDIDATE","Kruse et al. 2019","3",12.44040000000,"2019-09-05","2019-09-05"
"EPIC 206360885.02",,"EPIC 206360885",1,"CANDIDATE","Kruse et al. 2019","3",1.49462000000,"2019-09-05","2019-09-05"
"EPIC 206369173.01",,"EPIC 206369173",1,"CANDIDATE","Kruse et al. 2019","3",2.01872500000,"2019-09-05","2019-09-05"
"EPIC 206403979.01",,"EPIC 206403979",1,"CANDIDATE","Crossfield et al. 2016","3",23.80390000000,"2016-07-18","2016-07-18"
"EPIC 206414361.01",,"EPIC 206414361",1,"CANDIDATE","Kruse et al. 2019","3",3.47722000000,"2019-09-05","2019-09-05"
"EPIC 206417197.01",,"EPIC 206417197",1,"CANDIDATE","Kruse et al. 2019","3",0.44218500000,"2019-09-05","2019-09-05"
"EPIC 206417197.01",,"EPIC 206417197",0,"CANDIDATE","Kruse et al. 2019","3",0.44209400000,"2016-06-09","2016-06-09"
"EPIC 206417197.01",,"EPIC 206417197",0,"CANDIDATE","Kruse et al. 2019","3",0.44214967000,"2015-12-05","2015-12-05"
"K2-76 b","K2-76 b","EPIC 206432863",1,"REFUTED","Shporer et al. 2017","3",11.98934000000,"2019-09-05","2019-09-05"
"K2-76 b","K2-76 b","EPIC 206432863",0,"REFUTED","Shporer et al. 2017","3",11.99899626000,"2016-12-21","2016-12-21"
"K2-76 b","K2-76 b","EPIC 206432863",0,"REFUTED","Shporer et al. 2017","3",11.98968600000,"2015-12-05","2015-12-05"
"K2-76 b","K2-76 b","EPIC 206432863",0,"REFUTED","Shporer et al. 2017","3",11.98970000000,"2016-06-09","2016-06-09"
"K2-76 b","K2-76 b","EPIC 206432863",0,"REFUTED","Shporer et al. 2017","3",23.97260000000,"2016-07-18","2016-07-18"
"EPIC 206439513.01",,"EPIC 206439513",1,"CANDIDATE","Mayo et al. 2018","3",18.41512600000,"2018-02-15","2018-02-15"
"EPIC 206439513.01",,"EPIC 206439513",0,"CANDIDATE","Mayo et al. 2018","3",18.40611800000,"2015-12-05","2015-12-05"
"EPIC 206461841.01",,"EPIC 206461841",1,"CANDIDATE","del Ser et al. 2023","3",10.44040000000,"2022-11-07","2022-11-07"
"EPIC 206468053.01",,"EPIC 206468053",1,"CANDIDATE","Zink et al. 2021","3",27.83714600000,"2021-11-19","2021-11-19"
"EPIC 206476150.01",,"EPIC 206476150",1,"CANDIDATE","Kruse et al. 2019","3",12.19649000000,"2019-09-05","2019-09-05"
"EPIC 206500801.01",,"EPIC 206500801",1,"CANDIDATE","Barros et al. 2016","3",8.15306759000,"2016-12-21","2016-12-21"
"EPIC 206532093.01",,"EPIC 206532093",1,"CANDIDATE","Vanderburg et al. 2016","3",2.20218680000,"2015-12-05","2015-12-05"
"EPIC 206535016.01",,"EPIC 206535016",1,"CANDIDATE","Kruse et al. 2019","3",20.39970000000,"2019-09-05","2019-09-05"
"EPIC 206535016.01",,"EPIC 206535016",0,"CANDIDATE","Kruse et al. 2019","3",20.39814700000,"2015-12-05","2015-12-05"
"EPIC 206535016.01",,"EPIC 206535016",0,"CANDIDATE","Kruse et al. 2019","3",20.39807100000,"2018-02-15","2018-02-15"
"EPIC 206543223.01",,"EPIC 206543223",1,"CANDIDATE","Barros et al. 2016","3",17.80345864000,"2016-12-21","2016-12-21"
"EPIC 206543223.01",,"EPIC 206543223",0,"CANDIDATE","Barros et al. 2016","3",17.81188000000,"2016-07-18","2016-07-18"
"EPIC 206543223.01",,"EPIC 206543223",0,"CANDIDATE","Barros et al. 2016","3",17.81286600000,"2015-12-05","2015-12-05"
"EPIC 207389002.01",,"EPIC 207389002",1,"CANDIDATE","Crossfield et al. 2016","0",2.93122600000,"2016-07-18","2016-07-18"
"EPIC 207517400.01",,"EPIC 207517400",1,"FALSE POSITIVE","Crossfield et al. 2016","0",6.38780000000,"2016-07-18","2016-07-18"
"EPIC 207739861.01",,"EPIC 207739861",1,"CANDIDATE","Crossfield et al. 2016","0",1.81449000000,"2016-07-18","2016-07-18"
"EPIC 208445756.01",,"EPIC 208445756",1,"CANDIDATE","Crossfield et al. 2016","0",22.48440000000,"2016-07-18","2016-07-18"
"EPIC 208833261.01",,"EPIC 208833261",1,"CANDIDATE","Crossfield et al. 2016","0",3.47451000000,"2016-07-18","2016-07-18"
"EPIC 208833261.01",,"EPIC 208833261",0,"CANDIDATE","Crossfield et al. 2016","0",3.47323985883,"2024-05-13","2024-05-13"
"EPIC 209036259.01",,"EPIC 209036259",1,"CANDIDATE","Crossfield et al. 2016","0",0.36918100000,"2016-07-18","2016-07-18"
"EPIC 209286622.01",,"EPIC 209286622",1,"CANDIDATE","Crossfield et al. 2016","0",6.71694000000,"2016-07-18","2016-07-18"
"K2-77 b","K2-77 b","EPIC 210363145",1,"CONFIRMED","Crossfield et al. 2016","4",8.20008440000,"2024-11-20","2024-11-20"
